0.592857,0.142857,0.240000,0.506926,0.767450,0.397016,0.134783,21.000000
0.064286,0.364286,0.060000,0.496743,0.612605,0.428778,0.094384,10.000000
0.842857,0.200000,0.125000,0.439202,0.617880,0.444433,0.550071,5.000000
0.771429,0.121429,0.210000,0.565563,0.903709,0.413100,0.017668,15.000000
0.007143,0.907143,0.975000,0.213856,0.801232,0.329064,0.166566,7.000000
0.178571,0.328571,0.065000,0.543828,0.473185,0.926039,0.108041,13.000000
0.435714,0.392857,0.050000,0.460529,0.635581,0.429342,0.255253,11.000000
0.678571,0.228571,0.150000,0.530490,0.631858,0.442214,0.618711,5.000000
0.735714,0.250000,0.125000,0.530371,0.477559,0.442211,0.435683,5.000000
0.207143,0.414286,0.060000,0.608342,0.625615,0.584229,0.166199,2.000000
0.792857,0.164286,0.105000,0.543703,0.585841,0.533813,0.619729,5.000000
0.992857,0.214286,0.050000,0.471251,0.807301,0.372226,0.238348,6.000000
0.064286,0.514286,0.060000,0.324193,0.118917,0.354363,0.308774,9.000000
0.250000,0.378571,0.075000,0.589952,0.574162,0.350985,0.250919,18.000000
0.578571,0.342857,0.185000,0.426116,0.778986,0.260184,0.766995,20.000000
0.171429,0.228571,0.080000,0.624058,0.512913,0.359774,0.152818,13.000000
0.714286,0.307143,0.060000,0.429122,0.802353,0.672301,0.165455,6.000000
0.057143,0.142857,0.155000,0.318155,0.941305,0.516889,0.301120,19.000000
0.428571,0.328571,0.155000,0.398019,0.799694,0.392447,0.850678,20.000000
0.250000,0.335714,0.070000,0.524548,0.882344,0.496680,0.061957,14.000000
0.585714,0.121429,0.200000,0.499219,0.829298,0.467696,0.123551,21.000000
0.257143,0.857143,0.955000,0.821812,0.774600,0.412188,0.167514,7.000000
0.635714,0.142857,0.245000,0.455326,0.831876,0.442956,0.103405,21.000000
0.214286,0.278571,0.055000,0.599844,0.800636,0.456832,0.110307,14.000000
0.278571,1.000000,0.980000,0.800739,0.773779,0.353146,0.186927,7.000000
0.400000,0.528571,0.050000,0.592793,0.570916,0.614241,0.185665,2.000000
0.271429,0.400000,0.235000,0.642822,0.941187,0.484574,0.094240,17.000000
0.207143,0.021429,0.115000,0.517785,0.903686,0.403661,0.697691,4.000000
0.271429,0.071429,0.125000,0.576558,0.395243,0.244272,0.275920,12.000000
0.657143,0.278571,0.055000,0.288433,0.600884,0.400946,0.267832,11.000000
0.242857,0.114286,0.185000,0.285040,0.882795,0.488922,0.326240,19.000000
0.600000,0.371429,0.100000,0.393386,0.626833,0.464095,0.158784,11.000000
0.042857,0.028571,0.035000,0.638684,0.885233,0.548026,0.321461,16.000000
0.242857,0.078571,0.100000,0.609655,0.428147,0.404729,0.258254,12.000000
0.271429,0.907143,0.960000,0.332721,0.784890,0.377328,0.167845,7.000000
0.264286,0.992857,0.960000,0.067842,0.776335,0.452667,0.165731,7.000000
0.071429,0.228571,0.085000,0.571075,0.873381,0.554402,0.137663,14.000000
0.628571,0.335714,0.170000,0.433380,0.861057,0.524926,0.483026,8.000000
0.650000,0.114286,0.225000,0.445041,0.783706,0.506548,0.100988,21.000000
0.164286,0.407143,0.070000,0.220723,0.072296,0.327305,0.282260,9.000000
0.114286,0.892857,0.980000,0.582346,0.799461,0.338651,0.174741,7.000000
0.171429,0.264286,0.090000,0.556647,0.794425,0.454611,0.085507,14.000000
0.592857,0.235714,0.150000,0.484437,0.450617,0.572972,0.418616,5.000000
0.842857,0.114286,0.145000,0.446478,0.588721,0.579986,0.357182,5.000000
0.057143,0.150000,0.155000,0.285738,0.853257,0.513197,0.295698,19.000000
0.264286,0.178571,0.145000,0.536973,0.459352,0.512108,0.284330,12.000000
0.428571,0.235714,0.060000,0.275286,0.583009,0.461830,0.201912,11.000000
0.028571,0.535714,0.055000,0.584513,0.627149,0.612289,0.088814,10.000000
0.550000,0.371429,0.080000,0.462168,0.694630,0.473663,0.213867,11.000000
